row_number,question_text,correct_answer,knowledge_area,concept_id,concept_name,relevance,reasoning
188,The purpose of Recommend Actions to Increase Solution Value (8.5) is to:...,A,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
189,"A BA determines that an underperforming solution, despite having high potential value, should be 'Re...",D,Solution Evaluation,b523b5d9-f96f-4c65-912e-e43a4611b4e8,Se-Recommend-Action,1.0,Matched from CSV tag 'SE-Recommend-Action' (score: 100%)
189,"A BA determines that an underperforming solution, despite having high potential value, should be 'Re...",D,Solution Evaluation,c2f77be1-b397-4d30-a8a6-27e34379d359,Sunk-Cost,1.0,Matched from CSV tag 'Sunk-Cost' (score: 100%)
190,A BA recommends 'Organizational Change' as the action to increase value (8.5). Which component might...,A,Solution Evaluation,b523b5d9-f96f-4c65-912e-e43a4611b4e8,Se-Recommend-Action,1.0,Matched from CSV tag 'SE-Recommend-Action' (score: 100%)
191,Which technique is explicitly recommended for determining the impact of acting on any potential valu...,C,Solution Evaluation,b523b5d9-f96f-4c65-912e-e43a4611b4e8,Se-Recommend-Action,1.0,Matched from CSV tag 'SE-Recommend-Action' (score: 100%)
191,Which technique is explicitly recommended for determining the impact of acting on any potential valu...,C,Solution Evaluation,cc52e087-c9e9-4236-8658-ccbfbbe380b9,Techniques,1.0,Matched from CSV tag 'Techniques' (score: 100%)
192,The primary inputs for Recommend Actions to Increase Solution Value (8.5) are the:...,A,Solution Evaluation,b523b5d9-f96f-4c65-912e-e43a4611b4e8,Se-Recommend-Action,1.0,Matched from CSV tag 'SE-Recommend-Action' (score: 100%)
192,The primary inputs for Recommend Actions to Increase Solution Value (8.5) are the:...,A,Solution Evaluation,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
193,A project's success hinges on aligning all requirements with the core organizational strategy. This ...,C,Underlying Competencies,742b36e7-e495-4db9-ae19-a9a84a495361,Strategy-Alignment,1.0,Matched from CSV tag 'Strategy-Alignment' (score: 100%)
194,A Business Analyst frequently generates multiple innovative alternatives when faced with stakeholder...,C,Underlying Competencies,0230d6cd-35bd-4b58-87a0-3ec1f78ec669,Creative-Thinking,1.0,Matched from CSV tag 'Creative-Thinking' (score: 100%)
195,"During a conflict resolution meeting, the BA uses a whiteboard to draw a diagram showing how a propo...",B,Underlying Competencies,c24f7ec7-0b8c-4548-9ad4-5443f3e66828,Visual-Thinking,1.0,Matched from CSV tag 'Visual-Thinking' (score: 100%)
196,A key measure of effective 'Learning' for a Business Analyst is:...,B,Underlying Competencies,c97a767d-0177-4b2c-ba11-27d1090a05fe,Learning,1.0,Matched from CSV tag 'Learning' (score: 100%)
197,A project team is suffering from 'analysis paralysis' due to constantly seeking more data before sel...,B,Underlying Competencies,,NO MAPPING,,
198,"The BA receives continuous praise for completing tasks on time, ensuring deliverables meet expectati...",C,Underlying Competencies,,NO MAPPING,,
199,"Which characteristic is described by the BA's ability to adjust their techniques, style, and method ...",C,Underlying Competencies,,NO MAPPING,,
200,A BA discovers a conflict of interest involving the recommended vendor. The BA immediately discloses...,C,Underlying Competencies,,NO MAPPING,,
201,A key measure of effective 'Organization and Time Management' is:...,C,Underlying Competencies,,NO MAPPING,,
202,"In an organization utilizing a fixed, waterfall methodology, the BA is asked to quickly pivot to an ...",B,Underlying Competencies,,NO MAPPING,,
203,A BA is reviewing the financial viability of a strategic initiative by comparing it against industry...,C,Underlying Competencies,,NO MAPPING,,
204,"When a BA is working to improve an existing, complex proprietary solution, proficiency in which comp...",C,Underlying Competencies,,NO MAPPING,,
205,"A BA quickly grasps the political landscape, reporting relationships, and informal lines of influenc...",B,Underlying Competencies,,NO MAPPING,,
206,The definition of 'Business Acumen' emphasizes the ability to:...,A,Underlying Competencies,,NO MAPPING,,
207,A BA is facilitating a workshop with globally distributed team members. To minimize ambiguity due to...,B,Underlying Competencies,,NO MAPPING,,
208,"During an intense interview, the interviewee's verbal response is positive, but their body language ...",A,Underlying Competencies,,NO MAPPING,,
209,"A BA's presentation style emphasizes clear structure, logical sequencing of ideas, and visual aids a...",B,Underlying Competencies,,NO MAPPING,,
210,A BA mediates a difficult negotiation between the budget owner and the solution team regarding scope...,C,Underlying Competencies,,NO MAPPING,,
211,"When performing the 'Teaching' underlying competency, the BA must select the most appropriate teachi...",B,Underlying Competencies,e2a86ea6-5571-4863-8d16-d30ebec0d8d0,Learning-Styles,1.0,Matched from CSV tag 'Learning-Styles' (score: 100%)
212,A BA is asked to use a Requirements Management Tool (a Tools and Technology competency) for a high-r...,B,Underlying Competencies,2a01a58f-8629-4f83-a4c6-29d85e8abb57,Requirements-Management-Tool,1.0,Matched from CSV tag 'Requirements-Management-Tool' (score: 100%)
213,A BA is working on a high-velocity agile project focused on internal process improvement. The questi...,C,Agile Perspective,d70cd8cf-ea49-4813-85ba-e623e753d3ab,Strategy-Analysis,1.0,Matched from CSV tag 'Strategy-Analysis' (score: 100%)
213,A BA is working on a high-velocity agile project focused on internal process improvement. The questi...,C,Agile Perspective,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,1.0,Matched from CSV tag 'Value' (score: 100%)
214,"In an agile environment, detailed analysis work is typically deferred until the last responsible mom...",B,Agile Perspective,,NO MAPPING,,
215,"In the Agile Perspective, validation of the evolving solution with stakeholders occurs frequently, o...",B,Agile Perspective,6d7b6add-b0c4-4694-a25b-df683d3e5e6c,Solution-Evaluation,1.0,Matched from CSV tag 'Solution-Evaluation' (score: 100%)
215,"In the Agile Perspective, validation of the evolving solution with stakeholders occurs frequently, o...",B,Agile Perspective,4a5baa17-58bd-445f-ae56-1ca57a29b4e7,Validation,1.0,Matched from CSV tag 'Validation' (score: 100%)
216,Which agile technique uses fictional characters to help the team understand the needs held by a grou...,C,Agile Perspective,cc52e087-c9e9-4236-8658-ccbfbbe380b9,Techniques,1.0,Matched from CSV tag 'Techniques' (score: 100%)
216,Which agile technique uses fictional characters to help the team understand the needs held by a grou...,C,Agile Perspective,d629c0fa-9f03-438a-9666-3eb0aae0771a,Personas,1.0,Matched from CSV tag 'Personas' (score: 100%)
217,A BA on an agile team prioritizes a high-level list of features using the MoSCoW technique. Which fa...,B,Agile Perspective,68614fc7-6d19-40f4-b3dc-906d9f88b3a7,Moscow,1.0,Matched from CSV tag 'MoSCoW' (score: 100%)
218,The primary focus of a Business Intelligence (BI) initiative is the transformation of data into:...,C,Business Intelligence Perspective,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
218,The primary focus of a Business Intelligence (BI) initiative is the transformation of data into:...,C,Business Intelligence Perspective,94d3c0ea-8277-44d2-b430-cbe346f6af26,Data-Transformation,1.0,Matched from CSV tag 'Data-Transformation' (score: 100%)
219,A BI business analyst is defining requirements for a new dashboard intended to predict customer chur...,C,Business Intelligence Perspective,,NO MAPPING,,
220,"In the BI Perspective, the BA often needs to ensure information is consistently defined and used acr...",A,Business Intelligence Perspective,1fa783f7-9a73-4875-b318-9aede07d7f7c,Data-Modeling,1.0,Matched from CSV tag 'Data-Modeling' (score: 100%)
220,"In the BI Perspective, the BA often needs to ensure information is consistently defined and used acr...",A,Business Intelligence Perspective,51586eea-6280-4ba3-8325-1accdf5d50ef,Data-Dictionary,1.0,Matched from CSV tag 'Data-Dictionary' (score: 100%)
221,A demand-driven approach in Business Intelligence assumes which starting point for solution developm...,C,Business Intelligence Perspective,29d4a2bb-7a00-4cc3-9da8-42099ff42d6e,Demand-Driven,1.0,Matched from CSV tag 'Demand-Driven' (score: 100%)
222,A BI BA is tasked with defining Transformation Rules (8.5). What is the primary purpose of these rul...,A,Business Intelligence Perspective,06ba0e30-7e41-4c59-8b3c-72eff637d887,Transformation-Rules,1.0,Matched from CSV tag 'Transformation-Rules' (score: 100%)
222,A BI BA is tasked with defining Transformation Rules (8.5). What is the primary purpose of these rul...,A,Business Intelligence Perspective,17d26c18-23d7-4567-b312-f952d24fa0e0,Data-Integration,1.0,Matched from CSV tag 'Data-Integration' (score: 100%)
223,"In the Business Architecture (BA-Arch) Perspective, the principle of 'Separation of Concerns' implie...",D,Business Architecture Perspective,d9d4e847-f610-40dc-ba93-d73575e9eda8,Ba-Arch,1.0,Matched from CSV tag 'BA-Arch' (score: 100%)
223,"In the Business Architecture (BA-Arch) Perspective, the principle of 'Separation of Concerns' implie...",D,Business Architecture Perspective,a97c6207-605a-4d21-a94b-d530fb629754,Separation-Of-Concerns,1.0,Matched from CSV tag 'Separation-of-Concerns' (score: 100%)
224,A Business Architect is developing a Capability Map (a technique). The purpose of this map is to:...,B,Business Architecture Perspective,d9d4e847-f610-40dc-ba93-d73575e9eda8,Ba-Arch,1.0,Matched from CSV tag 'BA-Arch' (score: 100%)
224,A Business Architect is developing a Capability Map (a technique). The purpose of this map is to:...,B,Business Architecture Perspective,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
225,A key value delivered by Business Architecture models (blueprints) is:...,B,Business Architecture Perspective,d9d4e847-f610-40dc-ba93-d73575e9eda8,Ba-Arch,1.0,Matched from CSV tag 'BA-Arch' (score: 100%)
225,A key value delivered by Business Architecture models (blueprints) is:...,B,Business Architecture Perspective,9d66367c-d33c-4405-a956-d6ee78993bcc,Value-Delivery,1.0,Matched from CSV tag 'Value-Delivery' (score: 100%)
225,A key value delivered by Business Architecture models (blueprints) is:...,B,Business Architecture Perspective,68e8c669-87f1-49e5-93fd-7e9dae9332ea,Alignment,1.0,Matched from CSV tag 'Alignment' (score: 100%)
226,"When performing Strategy Analysis (6.1/6.2) in a BA-Arch context, the focus of analyzing the current...",B,Business Architecture Perspective,d9d4e847-f610-40dc-ba93-d73575e9eda8,Ba-Arch,1.0,Matched from CSV tag 'BA-Arch' (score: 100%)
226,"When performing Strategy Analysis (6.1/6.2) in a BA-Arch context, the focus of analyzing the current...",B,Business Architecture Perspective,d70cd8cf-ea49-4813-85ba-e623e753d3ab,Strategy-Analysis,1.0,Matched from CSV tag 'Strategy-Analysis' (score: 100%)
226,"When performing Strategy Analysis (6.1/6.2) in a BA-Arch context, the focus of analyzing the current...",B,Business Architecture Perspective,c7735d7a-f87b-4751-8b2a-bf0d344b3f96,Enterprise-Scope,1.0,Matched from CSV tag 'Enterprise-Scope' (score: 100%)
227,"The Business Architect, working in the Requirements Analysis and Design Definition KA, synthesizes k...",B,Business Architecture Perspective,d9d4e847-f610-40dc-ba93-d73575e9eda8,Ba-Arch,1.0,Matched from CSV tag 'BA-Arch' (score: 100%)
227,"The Business Architect, working in the Requirements Analysis and Design Definition KA, synthesizes k...",B,Business Architecture Perspective,e3034848-5f4f-4dcc-b88f-6fe27abd7d92,Strategic-Alignment,1.0,Matched from CSV tag 'Strategic-Alignment' (score: 100%)
228,The primary focus of Business Process Management (BPM) initiatives is:...,A,Business Process Management Perspective,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
228,The primary focus of Business Process Management (BPM) initiatives is:...,A,Business Process Management Perspective,e1a60ccb-8023-49d9-85b0-90b39ea38d75,Process-Centric,1.0,Matched from CSV tag 'Process-Centric' (score: 100%)
229,A BA leading a BPM initiative uses the execution and monitoring phase of the BPM life cycle. What un...,A,Business Process Management Perspective,4c740815-3109-4039-84dd-4524b9e2a3ba,Optimization,1.0,Matched from CSV tag 'Optimization' (score: 100%)
230,Which stakeholder is considered the key decision maker and holds responsibility/authority for approv...,C,Business Process Management Perspective,03055617-3d86-4d9f-8671-794d03261bed,Stakeholders,1.0,Matched from CSV tag 'Stakeholders' (score: 100%)
230,Which stakeholder is considered the key decision maker and holds responsibility/authority for approv...,C,Business Process Management Perspective,19286b1e-52cf-4dec-94c0-84fb6426dd44,Process-Owner,1.0,Matched from CSV tag 'Process-Owner' (score: 100%)
231,A BA conducting process analysis uses Value Stream Mapping (VSM). This technique is primarily used t...,B,Business Process Management Perspective,e424a7de-ec5b-4df8-a654-a488ede8c6c1,Process-Analysis,1.0,Matched from CSV tag 'Process-Analysis' (score: 100%)
232,A BA identifies a set of business rules that dictate customer eligibility for a discount. These rule...,B,Business Process Management Perspective,d72df9e5-d72f-4ddd-8d31-a70e4e3a8081,Business-Rules,1.0,Matched from CSV tag 'Business-Rules' (score: 100%)
232,A BA identifies a set of business rules that dictate customer eligibility for a discount. These rule...,B,Business Process Management Perspective,a0b8f375-992c-4a12-85b1-ae11f8424a62,Decision-Modelling,1.0,Matched from CSV tag 'Decision-Modelling' (score: 100%)
233,The BA must establish explicit agreement on the minimal set of conditions a new solution must meet t...,B,Requirements Analysis and Design Definition,,NO MAPPING,,
234,A BA is drafting Acceptance Criteria for a user story (7.1). The criteria must be expressed in a tes...,B,Requirements Analysis and Design Definition,baea95ed-e3cc-4d54-bb9e-23e5315b3cd3,Testable,1.0,Matched from CSV tag 'Testable' (score: 100%)
234,A BA is drafting Acceptance Criteria for a user story (7.1). The criteria must be expressed in a tes...,B,Requirements Analysis and Design Definition,9a5ea0ed-5c6d-4295-9982-e312a77d8fc6,Atomic,1.0,Matched from CSV tag 'Atomic' (score: 100%)
235,The primary advantage of using the Acceptance and Evaluation Criteria technique is:...,B,Requirements Analysis and Design Definition,6c11e2d3-8a7a-4eda-a944-5d1fdf27399a,Assessment,1.0,Matched from CSV tag 'Assessment' (score: 100%)
236,A BA uses a Balance Scorecard (a technique) during Define Future State (6.2). The primary benefit of...,C,Strategy Analysis,2c5fd8cb-5e25-42dc-af14-d5406e540ef9,Balanced-Scorecard,1.0,Matched from CSV tag 'Balanced-Scorecard' (score: 100%)
236,A BA uses a Balance Scorecard (a technique) during Define Future State (6.2). The primary benefit of...,C,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
236,A BA uses a Balance Scorecard (a technique) during Define Future State (6.2). The primary benefit of...,C,Strategy Analysis,39f463c1-3b31-4585-b64b-230e8ca2edb5,Dimensions,1.0,Matched from CSV tag 'Dimensions' (score: 100%)
237,"When performing Backlog Management (a technique), items near the top of the backlog typically requir...",A,Requirements Life Cycle Management,369c597b-df34-4603-892a-ccb6f8ab980a,Detail,1.0,Matched from CSV tag 'Detail' (score: 100%)
238,"A growing backlog over several iterations, despite steady team velocity, is an indicator that requir...",A,Requirements Life Cycle Management,d3af9ebb-998b-487a-9935-652e52418bb5,Metrics,1.0,Matched from CSV tag 'Metrics' (score: 100%)
239,The primary input used to justify the pursuit of a new initiative based on predicted benefits versus...,B,Strategy Analysis,4a4c721d-50dd-4e30-8641-2902757d5f66,Business-Case,1.0,Matched from CSV tag 'Business-Case' (score: 100%)
239,The primary input used to justify the pursuit of a new initiative based on predicted benefits versus...,B,Strategy Analysis,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
239,The primary input used to justify the pursuit of a new initiative based on predicted benefits versus...,B,Strategy Analysis,ff29e3df-1067-4d65-9cc7-f0360a5e66f7,Justification,1.0,Matched from CSV tag 'Justification' (score: 100%)
240,"When structuring a Business Case (a technique), the 'Desired Outcomes' element should primarily focu...",B,Strategy Analysis,4a4c721d-50dd-4e30-8641-2902757d5f66,Business-Case,1.0,Matched from CSV tag 'Business-Case' (score: 100%)
240,"When structuring a Business Case (a technique), the 'Desired Outcomes' element should primarily focu...",B,Strategy Analysis,d35e0f95-0b45-455a-8526-752442999135,Desired-Outcomes,1.0,Matched from CSV tag 'Desired-Outcomes' (score: 100%)
240,"When structuring a Business Case (a technique), the 'Desired Outcomes' element should primarily focu...",B,Strategy Analysis,ab425672-1714-4b44-8c4b-4edc6d717c6d,Measurable,1.0,Matched from CSV tag 'Measurable' (score: 100%)
241,A BA utilizes Interviews (a technique) to gather information from a stakeholder. To maximize the cla...,C,Elicitation and Collaboration,e49285a4-b6df-497c-a59d-a1d804675e3a,Interviews,1.0,Matched from CSV tag 'Interviews' (score: 100%)
241,A BA utilizes Interviews (a technique) to gather information from a stakeholder. To maximize the cla...,C,Elicitation and Collaboration,088bfaa2-bd5a-44f1-89cf-7ea8099b45a4,Preparation,1.0,Matched from CSV tag 'Preparation' (score: 100%)
242,A BA is documenting a stakeholder’s needs for a new regulatory system. The stakeholder is highly tec...,C,Elicitation and Collaboration,e49285a4-b6df-497c-a59d-a1d804675e3a,Interviews,1.0,Matched from CSV tag 'Interviews' (score: 100%)
242,A BA is documenting a stakeholder’s needs for a new regulatory system. The stakeholder is highly tec...,C,Elicitation and Collaboration,a410d588-9674-49c9-93f5-c91372ce34fa,Closed-Questions,1.0,Matched from CSV tag 'Closed-Questions' (score: 100%)
243,A Business Analyst uses Prototyping (a technique) specifically in the exploratory or 'throw-away' mo...,B,Requirements Analysis and Design Definition,f14d66c2-f452-4bca-9f26-05d7045e7847,Prototyping,1.0,Matched from CSV tag 'Prototyping' (score: 100%)
243,A Business Analyst uses Prototyping (a technique) specifically in the exploratory or 'throw-away' mo...,B,Requirements Analysis and Design Definition,633dff15-fa60-4228-aecd-e2b8386bed30,Throw-Away,1.0,Matched from CSV tag 'Throw-Away' (score: 100%)
244,"During a Workshop (a technique), the facilitator must establish ground rules at the beginning. Which...",D,Elicitation and Collaboration,a7d0c4a2-2ee7-42fc-9460-fb67b0a14d1c,Workshops,1.0,Matched from CSV tag 'Workshops' (score: 100%)
244,"During a Workshop (a technique), the facilitator must establish ground rules at the beginning. Which...",D,Elicitation and Collaboration,02d0d088-995b-4c51-b161-39f6dc9d340f,Ground-Rules,1.0,Matched from CSV tag 'Ground-Rules' (score: 100%)
245,The primary deliverable produced during a Workshop (a technique) is expected to be:...,D,Elicitation and Collaboration,a7d0c4a2-2ee7-42fc-9460-fb67b0a14d1c,Workshops,1.0,Matched from CSV tag 'Workshops' (score: 100%)
245,The primary deliverable produced during a Workshop (a technique) is expected to be:...,D,Elicitation and Collaboration,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
245,The primary deliverable produced during a Workshop (a technique) is expected to be:...,D,Elicitation and Collaboration,0ab4c696-66f5-4e92-badd-595af2f395d3,Collaboration,1.0,Matched from CSV tag 'Collaboration' (score: 100%)
246,A Business Analyst initiates the Plan Stakeholder Engagement task (3.2). The initial list of stakeho...,C,Business Analysis Planning and Monitoring,fee42d0d-4f45-424c-acee-15bd802d532f,Stakeholder-Analysis,1.0,Matched from CSV tag 'Stakeholder-Analysis' (score: 100%)
246,A Business Analyst initiates the Plan Stakeholder Engagement task (3.2). The initial list of stakeho...,C,Business Analysis Planning and Monitoring,4571a29e-6be8-47d1-9714-05288a6da466,Engagement-Planning,1.0,Matched from CSV tag 'Engagement-Planning' (score: 100%)
247,"In using the SWOT Analysis technique, a BA identifies that 'Competitor A launched a superior, cheape...",D,Strategy Analysis,38c0c5ac-081b-4332-9d33-4ed47bc6ab63,Swot,1.0,Matched from CSV tag 'SWOT' (score: 100%)
